,Reviews,polarity_value,Sentiment
1394,flew British Airways 194 BA 197 Heathrow late Jan 2018 seats 27F H 30F H respectively Seats comfortable electronic boxes took legroom Food OK coach high expectations Plane clean flight attendants friendly IFE worked flawlessly good selection programs Bathrooms maintained clean entire flight beverage runs 1 5 hrs wanted snacks available galley BA good job,0.9714,positive
1395,Reykjavik London pay 8 change seats check 80 checked baggage pay food beverages board aircraft petty things avoid low cost companies know traits shared BA avoid BA future,-0.6908,negative
1396,Bangkok Lisbon Heathrow booked flight tickets directly BA site July 2017 travelling date December 24 2017 day travel processed online check surprised find names removed leg flight BKK LHR prior notice communication channels email sms text BA attempts find solution unfortunately turned contact representative office Thailand managed talk customer services team UK informed connecting flight LHR LIS cancelled BA airline removed names entire trip 2 sectors assistant informed possible names added BKK LHR flight find connecting flight LHR LIS solution explain accept refund tickets Unfortunately flight available day left choice accept refund tickets offering help intention seek proper explanation BA regards possible official communication notification regards flight canceled passengers figure situation attempt check online 24 hours flight went check counter directly departure date solution trip cancelled roller coaster emotions issue 24 hours find alternative solution problem caused BAs neglect providing proper communication passengers Finally left choice book minute tickets airline pay 66 extra minute ticket Christmas eve find inexcusable world class airline neglect minute communication guests important day holiday entire year event caused extra charge entire trips spending left worst flying experiences chose British Airways hopes seamless stress free travel experience given notifications alternative help,0.6705,positive
1397,Johannesburg Cape Town basic flight operated Comair inflight entertainment USB plug charge phone served breakfast early morning Overall flight problems ground air staff good,0.4588,positive
1398,London Heathrow Paris Orly Flight arrived 40 mins late nearly double scheduled flight time short haul British Airways flights complimentary food beverages included checked baggage Premium airline price budget airline service use BA virtual monopoly Heathrow maintain Oneworld status,0.4404,positive
1399,Flew BA 1414 London Heathrow Belfast City Airport January 16th Check fast efficient boarding process Breakfast offered board good tasty arrived Belfast 5 minutes ahead schedule luggage 10 minutes Overall good flight service,0.8225,positive
1400,supposed fly New York Paris direct flight canceled flight rebooked flight stop London New York London flight got 3 hours delay missed connection London waited 6 hours earliest flight London Paris flight got cancelled rebooked flight waited 2 hours flight got cancelled waiting time finally left airport took Eurostar home lost luggage received week later home 30 hours got home complained British Airways supposed compensate original flight Eurostar tickets delay luggage answered,-0.9136,negative
1401,Flew Singapore Madrid London Heathrow British Airways Seat broken table downgraded Service inattentive best Suitcase arrive repeated attempts speak customer service express urgency receiving suitcase received automated message stating local airport told BA telephone number office MAD wait case arrive ridiculous Company deliver bag eventually horrendous asked meet corner park parking clearly available options business low cost service premium fares,-0.8038,negative
1402,Gatwick Tobago years Ive flown BA club class Interested bad reviews justified Outbound flight Tobago 1 January delayed 2 hours cleaners hadnt turned Floor seat vacuumed properly Looked flight attendant jacket hung FA took jacket stuffed overhead locker Invited PA system read High Life magazine seat pocket ask Pre flight drinks served ok asked meal choice options didnt correspond menu Asked FA wrong menu FA insisted right menu Looked FA said wrong menu brought correct Meal ok fillet beef took bit sawing tasty Seat comfortable snug Ying yang seat layout makes hard FAs cups etc clear away meal tray youre aisle seat Meal tray horizontal Didnt bother watch movie screen quality poor Flight caught bit arrival Antigua stopover delayed 4 hours need replace faulty oil indicator Arrived Tobago 5 hrs late Return overnight flight left Tobago time Old school FAs board attentive capable unobtrusive Dont think BA trains like Meal tray came dessert hadnt selected converted bed seat good length cramped widthwise cant bend legs sleep Got couple hrs sleep lying fairly common FAs airlines come occasionally night asking youre obviously awake flight guess want uninspiring Club Kitchen Breakfast ok flight arrived slightly early remember flight BA club class look forward Cabin crew proud work shone service based 2 flights,0.7674,positive
1403,curtains business class British Airways cutting corners treating premium customers matter flight curtains separation business economy class passengers economy helped lockers business class seats use forward toilet pay fly business Dreadful Flew Chicago Heathrow days ago class lounge smallest seen awful food controls class seat work British Airways fast going drains Avoid,-0.836,negative
1404,Flew British Airways Warsaw London Heathrow complaint cabin luggage policy size cabin bag given yellow tag seat aircraft cabin space accomodate cabin bags introduce Wizz Air solution bigger cabin luggage charged extra price decrease allowed luggage size current cabin luggage policy arbitrary unfair,-0.5994,negative
1405,fly London Heathrow Vancouver Jan 7th hours flight depart cancelled called waiting 45 minutes hold told Operational Requirements lot forth line BA YVR Thursday refund return portion flight leaves reasonably cheap option book fly Seattle Tuesday way home dime submit reimbursement BA guarantees reimburse told BA home destination policy dictates fly closest destination mind destination country forces clear customs home flying Air Canada return UK February cancel flight better effort home,0.3612,positive
1406,London Heathrow Madrid connecting Iberia Panama City problems check able pre book seats Iberia time booking paid Business Class flights BA wanted 20 person way pre book seats tried check line unable arrived check initially told booked tickets issue boarding passes journey 2 5 hours turn time collect baggage claim check pointed certainly cause miss flight flying Costa Rica unlikely suitable alternate flight day lose day holiday waiting Madrid airport flight booked March 2017 raised assistant rang eventually issued boarding passes problems flights luggage disappointed seating cabin Madrid seats Economy metal plate middle seat offered food drink eaten n lounge want look high standard felt unnecessarily anxious check disappointed seating Club World disgusted asked pay extra book specific seats thats greedy,-0.9485,negative
1407,London Dusseldorf suitcase didnt arrive unable file claim arrival BA 940 delayed catch train Osnabrck told file online incorrect online system doesnt accept American Airlines strap tag numbers tried number given agents Madrid refused claim telephone advised file online explained impossible faulty system told DUS baggage office called local number gave routed time Madrid refused claim Finally attempt reason agents found young lady helpful took claim suitcase days later trying difficulty getting rembursed modest expenses incurred toiletries underwear doctors consultation replacement medication topic 1 80 tin coca cola,-0.7772,negative
1408,Johannesburg London Awful pathetic service staff attitude nonchalant seat area absolutely filthy asked stewardess assist looked like nuisance clicking sounds picked fruit peels nuts piece paper 3 4am morning went search snacks Found cabin staff kitchen area asked snacks told counter staff continued conversation got assist replaced snacks counter 3 crisps available 2 chocs kept serving person instead going didnt matter blocked viewing fine understandable excuse Rudeness best asked stewardess look like absolute chore feel like burden,0.0361,positive
1409,London Bangkok bit apprehensive flying BA Club World bad reviews airline received recently Boarding Heathrow organised group boarding policy board offered pre Champagne water airborne choose gin tonic cashew nuts Meal pre ordered online found courses exceptional cooked staff worked tireless right hour flight know BA Club Seats ideal comfortable Middle East airline flown Entertainment screen poor needs urgent revamp lights cabin nice mixed aged crew shows ageism exist BA commend BA quick medical response passenger collapsed aircraft club rapid response actions probably saved life flew 12 January BA pulling right direction,0.875,positive
1410,fly serve respected motto British Airways good choice flying business class LGW FCO excellent crew nice flight travelling solo long conversation steward board serving food got varied luxury food beverage choice got champagne salmon lly tasty departed landed time direct connection terminal finger airports appreciate time British Airways warranty doubt best European airlines success surely deserved,0.9769,positive
1411,San Jose London Heathrow round trip Club World originally booked Premium Economy received upgrade offers British Airways pass Extremely happy impressed level service provided Glass champagne boarding premium whiskies nice fillet steak dinner Cabin crew came constantly legs Lie flat seat gave 5 hours sleep flights seat wide anticipated lie flat bed feel somewhat claustrophobic legroom issue 787 9 fantastic aircraft Comfortable quiet Fast track passes added plus Flying San Jose bonus Im minute drive home Overall pleased British Airways service provided Access lounges airports plus complaints look fly BA later year hope offers Business Class,0.9773,positive
1412,Dubai London Cabin looked dire wasnt particularly clean Seats dreadful Sat window literally climb person aisle Product 15 years date Food poor quality mid flight snacks fruit salad sandwiches Second meal tiny Arrived bus gate London bus appeared 30 minutes Crew blamed bus providing company Overall awful experience intend repeat,-0.9504,negative
1413,London Dsseldorf return Outbound flight Londiin City fine Boarding quick smooth flight busy Nice crew time departure breakfast tray expect flight A319 Heathrow need buy board Dont understand concept BA incosistent product outbound flight service inbound flight service decide service airline low cost understand pressure usually expensive Lufthansa completely different story compared easyjet Easyjet offering great service wouldnt expect BA prices like service value money worse easyjet Eurowings,0.7351,positive
1414,New York London flight cancelled November 17th day supposed fly evening received text middle important minute arrangements leave middle talking agents hour half able alternative flight leaving Charlotte instead New York order new flight JFK Airport 1 45 pm happen skip minute arrangements flight Charlotte means commuting discomfort direct flight London 7 hours flight turned 12 hours longer uncomfortable commuting unable sit children meal requested available new flight Absolute worst experience flying London New York November 27th got flight scheduled crew requested meal available experience British Airways sure flight New York requested water attendants turn 9 minutes reminded said busy apology courtesy big like British Airways poor service rude unprofessional staff,-0.9153,negative
1415,Flew British Airways Bangkok Aberdeen Heathrow complaints Flight little delayed return leg good BA rest European airlines cant middle eastern airlines terms aircraft Emirates Etihad etc latest models service food check luggage allowance etc good people BA thats British way national carrier,0.3597,positive
1416,Flew British Airways Rotterdam London City trip started delay technical problem promptly rebooked flight took little hour later big problem Nice aircraft good legroom friendly crew providing drink snack 40min flight Inbound flight delay 45 mins plane technical problem point BA needs improve check BA app didnt work ways theres room improvement recommend especially route short check times short walkways Rotterdam London City Price high especially checked luggage hadnt booked advance Paid 200 euros rtn fine advantage London City apart distance London pay expensive train ride,0.7906,positive
1417,Flew British Airways London Cape Town start Yesterday 6th January flight rescheduled 18 30 11am today technical problems couldnt fix night fair announcements decided Hilton hotel door immigration collect luggage schlep BA desk collect vouchers duly went Hilton hotel waited line eventually told rooms available rest 10pm tired feeling little strained especially small children desk staff told trying phone BA ask rest getting answer stage husband decided come home got expensive taxi London safe knowledge flight rescheduled 11am 7th January duly left home morning 8am time 11am flight met knowledge flight rescheduled 18 30 tonight Oh dear BA couldnt let know sending email phone number drop inboxes night efficient guess weve kindly issued vouchers cover breakfast didnt problem BA didnt mind forking 5 cover wonderful airline flying countrys colours proudly proud laughable errors committed paying customers,0.9299,positive
1418,Class cabins need refurbishment aircraft type ageing pointless wish seats comfortable completely functional Entertainment choices current varied easy access earphone supplied noise cancelling variety cabin staff remarkably efficient kind food dinner overgenerous choice delicious presented option dining convenience breakfast menu surprising variety choices offered Overall extremely pleasant experience Wi Fi available aircraft type,0.9784,positive
1419,Toronto London return business London Toronto Avios Fast check Pearson usual friendly check team Fast track quick new 3rd party lounge 15 mins BA presumably save money shut lounge gone 3rd party provider Premium Plaza frankly awful class professionalism limited wine spirits options cheap nasty food piled high Elevator music drove mad pleased leave lounge prematurely board aircraft earth thinking BA Fast boarding fewer crew boarding service club fragmented Late Champagne wash bag etc crew working club time offer quality pre flight experience new tray service drinks professional took ages served drinks 80 minutes flight near cabin meal 10 mins served drinks choices available food club standard Poor entrees cheap salads reminiscent economy food 15 years ago BA need roll new meal service quickly long new pilot service New York Got sleep okay fast breakfast passed vile looking egg bacon muffin early arrival bags topping better expected flight Returning better experiences new check fast track Concorde lounge Excellent service boarding fast drinks service cooked food choices available decent sleep followed average afternoon tea Dry sandwiches mean fillings okay cakes scones Early arrival gate spoilt slow bags 45 mins landing mixed fleet Biz class service experiences crew young lacking experience knowledge enthusiastic polite smart clearly following book letter leads slower wooden service Long haul crew cranky times connect better offer sleek fast service needed east coast flights Flowers returned class bathrooms slide quality cuts service stopped BA need roll promised changes faster retain premium customers,0.9584,positive
1420,Las Vegas Manchester London Fairly dire BA cutting new Club World product speak rolled Addicted cuts Perfect partner AA board told need purchase food beverages domestic leg fly low cost airline difference whatsoever crew fresh school inexperienced food transatlantic 10 hour flight Vegas starter lettuce carrot unripe cherry tomatoes oil grey vinegar foul assume ate main tomato pasta curry curry appalling ate chicken like paste sauce dried rice overcooked bear fruit normal looking thing mini blueberry muffin given ravenous neighbour cheese crackers days Served cold tea loved rammed transfer bus T3 LHR T5 waited 30 minutes bus sweating like crazy driver kept shouting bus wont leave busses plane bridge BA offers free copy Sun instead Mail Express flight non refundable desperately hoping flight cancel usually 2 3 times booking feeling good service airline fully frills exception think long haul canteen meal airline national embarrassment flight attendants try cope given ground staff Fly budget airline peril think spending bit Im going try Lufthansa Thomas Cook admit Im dreading prospect,0.5343,positive
1421,London Dubai terrible flight grubby cabins old menu worse people economy taking seats business upgrade paying staff indifferent complaints eventually led removing abusive language BA actually knew premium passengers avoided,-0.946,negative
1422,Amsterdam London Service Ryanair wouldnt tolerate premium prices years fly BA years reminded dont normally fly Whilst bad previous experience chopped 12 hours 2 day break Milan left pocket public transport stopped time arrived wouldnt refund delayed airlines delays board customers things BA Didnt delay boarding gate shopping delay told fit suitcase theyll bags hold Ryanair allows bag duty free obviously fit seat purse wasnt allowed board reason clear like easyJet Ryanair budget airlines BA doesnt include checked bag meaning hand luggage wont fit cabin ergo staff find silly reasons confiscate bag flight delayed wait suitcase arrived Gatwick went smoothly managed catch train destination unlike previous time Id flown Additionally staff rude condescending passengers fly BA save money budget airline colours gaudier service staff infinitely friendlier,0.965,positive
1423,London Johannesburg pleasantly surprised good flight LHR JNB booked flight direct flight 130 Emirates Qatar airways saved 10 hours journey A380 seats reasonably comfortable plenty leg room cabin crew professional prompt requested Inflight entertainment ok good selection movies need updating released early 2017 lack onboard WiFi big letdown Food standard airline food good bad ok BA taken air travel big middle Eastern airlines flight good problem flying long haul,0.9607,positive
1424,fly BA Outbound flight economy toilet broken economy passengers business class loos seats business class broken food late ovens broken Cabin crew said aircraft shouldnt service agree Flight home cancelled text 5 30pm day return assistance provided BA Told wasnt problem sort accommodation Took nearly 2 hours hanging phone reluctantly agree rebook flight told club seats werent available flight seats departing 7 days reluctantly accepted economy seats told couldnt refund difference club economy Looked BA site later day club seats available flight booked Called refused cabin paid saying volunteered downgrade pay upgrade 600 plus pay admin fee upgrade service trying charge twice BA bad Ryanair fly Theyre charging premium prices sub standard bucket class service,-0.9549,negative
1425,London Tel Aviv waiting luggage days trip thanks incompetence British Airways landed Tel Aviv waited hour bag appear went QAS counter gave information days bag London reaching Tel Aviv driver bring bag staying,0.1027,positive
1426,flew Premium Economy London Cape Town British Airways flown Premium Economy certain expectations getting sorely disappointed far expensive Premium Economy flown unfortunately far worst plane old tired clearly need refurbishment Premium Economy expected wider seats legroom seats cramped remote entertainment system located seat constantly pushing finally gave hung remote control seat personal entertainment system noise reducing headphones screen tiny blind pulled headphones plugged seat kept knocking quality inferior point spent flight hold headphones plugged actually hear Expected board ahead economy passengers priority boarding priority boarding find shocking BA charges exorbitant prices fly planes clearly legs needed change return flight tried times success phoned BA hold 15 minutes gave cancelled flight worked time booked flight airline 200 got seat business class absolutely brilliant,-0.4228,negative
1427,Hong Kong London Christmas Class Boarding little chaotic priority class passengers Maybe flight fully booked Cabin crew attentive efficient Service excellent BA best class product staff best Europe Food tasteful wine selection superb good 9 hours sleep landing punctually LHR Looking forward flying January,0.9638,positive
1428,Dublin Heathrow BA gets worse worse worse Today special usual standard Dublin calling flight boarding lounge clearly minute walk lounge started usual Club food choice petrol station quality panini minute salad Today special treat heated paninis row cold showed nasty cheap ingredients finally ran champagne advantage left club,0.0258,positive
1429,London New York Aircraft dated IFE poor meal service average snacks poor drinks service crew exceedingly unfriendly customer service flight abysmal Seats aircraft refreshed threadbare outdated decade ago meal service taken severe cut recent years crew provide sincere smile feign slightest interest embarrassing tell BA negative experience waffle great fail resolve complaint absolute waste time waste money flying BA far positive experiences Ryanair,-0.8885,negative
1430,New York London IFE good meal bad Drinks served flight landed crisps chocolate handed return trip arrived JFK queues terrible got queues gate staff announced plane delayed hour technical fault Return flight enjoyable plane outdated IFE screens tiny,-0.6597,negative
1431,Budapest Philadelphia London changed return flight 4 hours asked change similar time refused flight Called got agent changed business class economy refuse access business lounge refuse refund difference classes Wonder miles worst business class flown buy premium class Lounge London worse free lounge American Express card provides heck wrong,-0.9118,negative
1432,London Heathrow Hong Kong A380 couple weeks ago flew Premium Economy obtained points seats comfy felt spacious small person Glasses champagne wine offered arrival food good attendants polite Inflight entertainment decent especially liked Festive Season section variety holiday Christmas movies Plane left arrived time negative experiences British Airways past pleasantly surprised flight,0.9457,positive
1433,London Montreal bad service delayed luggage reason person london heathrow send suitcase elses different destination flying London Montreal suitcase sent Dublin guy talked phone week news told suitcase found left airport action taken waiting ask send theory sent email asking airport send suitcase Montreal week news website saying suitcase missing decided find suitcase Dublin second email sent suitcase send couple days course news decided time suitcase wasnt Dublin sent London Heathrow lost airport guy asked Monday morning London time called Monday morning 10 minutes waiting guy connect London team asked website add description items suitcase day placed delayed luggage report Dont info file telling day asked 48h Im tired going like fault lost suitcase compensation mentioned buy clothes items suitcase Lucky happened final destination end trip vacation quiet miserable understand huge number suitcases traveling everyday thats reason let wondering waiting forever whats think experience satisfying showed empathy instead making wait time email following awful experience missing luggage department hardly doubt use British Airways,-0.9469,negative
1434,London Houston Executive gold club refused help informed case flight subsequently missed days flights 6 possible flights day staff steadfastly opinion problem received card 801 USD buy essential items sufficient eyes furthermore interested leaving home ticked boxes end Needless away Christmas New Year wear basics dinner fact impact consequence gold club team repeatedly explained attend dinner proper attire currently residing case BA baggage handlers deemed priority given 801 USD phone calls update website advises currently looking luggage case dismissed loaded todays flight Furthermore suitcase minimum 6 flights day including actual day sent later flight reunited bag owner negated requirement giving 801 USD place callous disregard blatant contempt displayed ordeal ruined holiday extent requested BA return home collect suitcase tag fallen concern aware shell case bar code stickers exact reason track items,-0.872,negative
1435,Las Vegas London Absolutely horrendous experience board left sit plane 2 hours high temperatures air conditioning passengers sweating plane took Kept saying 10 mins 15 mins 2 hours odd later finally took Economy BA horrible Seats uncomfortable space hardly refreshments cabin crew offering warm tap water food bad worse landed London sit plane 30 mins BA didnt spare arrivals gate delays run like mad people Heathrow Gatwick time onward flight BA odds got 30 mins spare plane hadnt boarded casually said late said wed fly day Absolute joke wont flying BA choice,-0.9532,negative
1436,Flew British Airways Dubai London Heathrow Overnight flight departed time arrived 25 minutes early easy navigate T5 Unfortunately positive aspect flight Flight board old 744 poor inflight entertainment B747 beautiful old planes interiors updated food OK biggest disappointment cabin crew miserable interested smiles welcome board whilst walking aisle arrival standing talking laughing acknowledging passengers service provided BA significantly declined past years newer planes B777 B787 havent got cabins compete todays market like budget airlines pay choose seat disappointed didnt choose carrier loads choose route roughly price,0.9341,positive
1437,flight New York JFK Budapest London Heathrow 9th December flight delayed 6hrs arrived London got information flight Budapest cancelled heavy snow 10th December thousends passengers BA gave food water important information transfers flight suitcase waiting 2 3 hrs suitcase struggling cold terminal 4 Someon BA took terminal 5 Today 12th December London information baggage transfer flight Budapest paid hotel taxi hotels BA offered fully booked normally expect British national carrier airlines poor website working 3 days centre try tranfer number sense,-0.7717,negative
1438,Flew Tokyo Narita London Heathrow British Airways Flight delayed hours understandable weather UK time inflight entertainment awful good short haul journey limited selection dated equipment screens Plus kept stalling staff ok allergic smiling glum fed beginning journey hour end food average hungry service far aware long haul flight especially services help feel comfortable possible starved comfortable airlines offer snacks journey best budget flying British Airways,0.8473,positive
1439,disappointed experience British Airways flight hours late miss connecting flight LHR crew ground handled situation provided passengers food vouchers captain came plane explain situation information connecting flights LHR plane lack free service flight big minus big difference flying Ryanair British Airways Seats okay outstanding crew,0.4939,positive
1440,Flew British Airways Pisa flight times BA miles Overall poor economy class product seats tight Staff ok stressed pay food economy new norm BA predict airlines follow suit Difficult glass water requests materialised young child check automated system failed manually thank goodness carbon units employed BA Overall BA dramatically failing BA miles exhaust shift airlines BA longer UKs national airline magic Alex Cruz Willie Walsh working Avoid paying rfor tickets Loyalty pay,-0.8225,negative
1441,London Toulouse British Airways longer service airline compete EasyJet Ryan Air removed food drink economy class replaced food priced great Secondly food complementary included ticket price case flight Toulouse time Pret meal carry board asked glass water came 30 minutes flight trolley gone aisle offer people water human right seats tight rear toilet economy removed maximise profits flight spare tissue toilet roll told cabin crew asked new service level store BAs comers charging food economy class long haul flights hope true saving grace comprehensive network flight times good Customer care service gone Avoid BA Consume BA miles shift service carriers better responsive,0.9771,positive
1442,Great flight London Santiago Lovely friendly crew Goats cheese salad start fish pie main good selection wines managed 7 hrs sleep way longer coming 787 900 fantastic aircraft climb feet window seats private Flying aircraft Seychelles looking forward waiting try new bedding catering flown KUL BA way ahead MH,0.9559,positive
1443,London Rome flew BA certainly changed terminal staff aircraft seats high standards free flight meals beverages disappeared purchased BA slowly morphing low cost carrier far European destinations concerned Presumably competition Easyjet Ryanair CEO hailing Vueling suppose fair given fare cheap BA flies LHR,0.6124,positive
1444,London Manchester Hard complain flight 35 mins hoping bacon sandwich going coming long haul flight short connection flight include complimentary tea bacon sandwich criticized inflight offerings hot sandwich isnt available anymore things considered understandable,0.0772,positive
1445,London Seattle seamless flight time little complain Efficient professional service meal service fine good comfort additional space premium economy worth extra IFE selection little limited Bags slow arrive Seattle dont BA,0.7787,positive
1446,Seattle London Good experience round complain FAs efficient friendly flight time Meal quality average Overall believe extra premium economy worthwhile cashed miles cover upgrade false economy Major complaint BAs policy charging book seat extremely irritating stressful especially premium economy upwards,-0.0699,negative
1447,London Barcelona ground service poor thought premium counter Sapphire status OW paid 22 pounds exit mom staff counter question mom speak English Staff distinguish Taiwan passport China passport said need Visa Spain took nearly 10 min confirm manager attitude bad worst staff met BA sold expensive ticket cup water pay choose airline,-0.9022,negative
1448,Vancouver Edinburgh London worst travel experience travelling 2 seniors 85 70 requested assistance showed gates departing arriving actually beg help distance gates far walking seniors way London Edinburgh nightmare flight delayed got London hour late asked assistance 2 seniors gate care 2 seniors walk way walking rush trough immigration flight living 1 30 hours way Inverness Canada nightmare despite requested assistance advance waiting seniors gate beg assistance British Airways staff know care said called buggy said going miss airplane gates terminal distance far care lucky asked gentleman driving buggy passed kindly accept seniors bus area terminal 5 3 London arranged picked terminal 3 security point gentleman British Airways employee provided great service Summarizing good experience external person chance asked decided help Seats problem online check 24 seats chosen 12D senior isle 18D isle senior got counter Inverness Airport agent told seat chose prove boarding sent email showing seats agent seniors end airplane middle seats walking problems seats course problem washroom luggage problem British Airways Inverness said luggage goes directly Victoria pick Vancouver Surprise surprise went customs got Westjet counter connection Victoria asked luggage said pick going customs way carousel wait Westjet staff contact somebody British Airways carrusel luggage nightmare rush fligh According Westhet agents said British airways assistance seniors course pick luggage bring connection expect British Airways care passengers seniors requested assistance thank Westjet staff provide assistance Vancouver,0.9764,positive
1449,London Berlin Tegel return difficult notice difference British Airways budget airlines saving grace Ive experienced issues flying T5 Noticeable cost cutting measures include removal complimentary onboard food drink BA removed toilet economy A319 fleet space seats row 24 25 meaning economy toilet disgraceful flight Berlin busy line sole toilet existed duration flight meaning flight attendants couldnt offer efficient trolley service involved continual display passengers weaving aisle seats feel staff work tirelessly,0.0946,positive
1450,Flew London Heathrow Dubai Arrived new Wing T5 quick process Concorde lounge noticed check staff mention Concorde lounge se straight sir 1st class lounge option rammed pleased confirm Concorde lounge long overdue looks bit better snack glasses fizz way terminal B Friendly FA showed wife seats Looked freshly cleaned Pushed time 1st Class Airborne dinner Mezze start nice chicken thingy mains horrible Cheese biscuits conclude Wines ok seat new wearing Looking somewhat tired Managed sleep bed usual duvet blankets tall guy need space Club World option horrendous pleased confirm Mr Alex Cruz BAs CEO introduced flowers 1st WC Readers recall cancelled year save costs Mr Cruz wants save costs rid gas guzzlers 747 400s 1st cabin generate 40 000 revenue flowers 2 WCs probably cost 8 00 pleased airline flying gone bankrupt introduction quids worth flowers flight 1st product mediocre compared Emirates said sort upmarket Business class Id agree think BA want big impression route high end food Logic BA understand given high level negative reviews site disappointing,0.8516,positive
1451,Flew British Airways Dubai London Heathrow Arrived Dubai airport checked endured horrendous security BAs fault Walked miles new lounge weird set walk Club option considerable variation food tiny room small options food Seating mediocre way plane Departed bang time Airbourne went lunch straight away couple G Ts Arabic lamb starter Boring tasteless options Skipped soup salad beef mains good exceptional wow factor nice Red wine OK mid priced stuff 25 bottle wife told beef unavailable friend beef challenged told 3 beefs aboard flight weeks 14 people 3 beefs joke wife Arab dish like came coffee friend choice chocolates wife box offered demanded pushy FA BA cabin staff good PR disaster Flight smooth way home sad experience national carrier Definitely worth extreme prices posted route,0.9068,positive
1452,Flew British Airways Saint Lucia London Gatwick Agree recent reviews BA quality severely lacking compared Oneworld carrier business class addressed Staff rushed proactive ask required breakfast items available Seat space comfort seriously par came collect rubbish prior landing remained floor feel like valued customers,0.8176,positive
1453,Flew London Heathrow Belfast George Best Airport BA1414 Boarding controlled breakfast food served onboard good impressed fast efficient service Arrived Belfast ahead schedule time Overall good flight service,0.9423,positive
1454,London Miami British Airways disappointing need improve fast cancelled flight morning flight buy new flight compensation offered 22 recent trip Miami expired ESTA instead letting know flight small fee let buy 1000 new flight offered 112 refund phoned complain BA member customer service atrocious company spiralling,-0.5859,negative
1455,Flew London Heathrow New York JFK flown route number times British Airways experience new Club World offerings White Company bedding improved catering refurbished 747 club world cabin new improvements excellent particularly catering presentation taste new food significant step previous Club World catering offering new pick starter desert options display trolley real nice touch new bedding makes Club World bed comfortable sleep,0.946,positive
1456,Berlin London City experienced unreliable unprofessional airline hard contact flight kept delayed hours 4 hours delay point fly London anymore missed important meeting told flight price refunded compensation days customer support ask refund told refund 7 days 4 weeks notice havent refunded difficult contact phone hotline available 5pm Monday Friday hide contact form deep website managed send message reply days later telling cant reply case email want point deserved flight price refund hour work able short opening times hold turns mistake refund ticket 48 hours convenient mistake forget 360 refund able look email inquiry asked compensation offered 5000 Avios points thanks level unreliability bad customer service sure fly British Airways sure tell friends experience,-0.5408,negative
1457,Flew Funchal London Gatwick wanted thank staff aircraft retrieving game console pleasure fly great airline like British Airways left console flight realised left headed help desk located baggage control area staff friendly happy assist gentlemen happening air hostess appeared console hand appreciate flying high quality airline Future flights Madeira certainly going British Airways,0.9829,positive
1458,Flew Newcastle San Francisco London Heathrow British Airways issue flight Newcastle boarded early weather conditions London departed late hour lay connecting flight arrived thirty minutes prior departure San Francisco told disembarkation routed Washington booked flight San Francisco departed late sat lounge watching push finally got Washington bound aircraft delayed order allow late arriving passengers Amsterdam catch flight delay meant late departure caught computer problem Heathrow delaying flight eventually arrived Washington minutes connecting flight announcement tannoy system hurry physical help available Obviously missed flight spent hour 23 00 trying find help check desk practically airport United acting behalf BA checked flight following morning BA staff eventually found hotel room thirty minutes drive away Ironically BA personnel busy ensuring passengers Amsterdam caused late departure connecting flight available help downgraded economy flight Washington San Francisco business class eventually got San Francisco 22 hours scheduled arrival BA offered compensation time lost grade class pay taxi hotel cost pre booked unused hotel San Francisco airline blamed circumstances accept responsibility good experience cares,0.8176,positive
1459,Manchester London flying business class expected fast track boarding alas fast track boarding queue longer normal boarding queue flight case 2 ends plane curtain offered quick sandwich drink purchase short flight time leg room plane exactly rear middle seat blocked felt like business class plane ground pre boarding certainly BA needs improve fast,0.5574,positive
1460,London Athens date flight received text message email saying flight check carry luggage free later text saying 46 minute delay airport 3 plus hours Checked machines couldnt allocate seat number British airways assistant came successfully gave boarding pass seat number Seating cafe checking tv screen 5 10 minutes said delay 12 46 flight scheduled 12 00 11 45 tried pass security machine allow scan boarding pass asked seek assistance security officer told lost flight flight 12 00 suggested counter C1 counter C1 lady told flight 12 00 lost explaining flight delayed phone calls tried explain situation told security bar code boarding pass valid 2 minutes Went straight exit packed people sitting Waited gate hour total delay arrival Athens 1hr 20mins,0.5656,positive
1461,disappointing scheduled British Airways flight connect long haul flight Heathrow flown BA past sad BA service went year Meal drinks purchase uninspired staff delay inbound flight fly low cost carrier instead thats exactly BA achieves years ago european flagship carriers fun fly BA shrinking violet,-0.7184,negative
1462,frills business class flight trip Qatar Airways Unfortunately London Doha operated British Airways seat cramped outdated compared major airlines IFE poor old screen system poor range options meal good related price pay FAs dull wrong effort communicate passengers like FAs airlines BA need refresh renovate business class cabin excellent innovation mid 2000s industry moved,-0.4767,negative
1463,British Airways seriously lacking areas Singapore Sydney return economy Fly route usually Qantas great flight Sydney 7 5 hours night people looking maximise sleep Especially come London Cabin crew surly unhelpful rushed disorganised departure took hours dinner service turn lights people rest flight cabin crew chatted loudly unaware people actually want rest sleep food average hours landing serve pre landing breakfast snack sandwich wrapped plastic tea coffee competition strong route use,0.7351,positive
